"Event Type : Full Waveform"
"Serial Number : UM16127"
"Version :  V 10-89 Micromate ISEE"
"File Name : UM16127_20260626154105.IDFW"
"Event Time : 15:41:05"
"Event Date : June 26, 2026"
"Trigger : Vert"
"Geo Trigger Level : 1.000 mm/s"
"Pre-trigger Length : -0.500 sec"
"Record Time : 7.677 sec"
"Record Stop Mode : Auto"
"Auto Window : 5 sec"
"Sample Rate : 4096 sps"
"Battery Level : 3.8 Volts"
"Calibration : December 20, 2019 by Instantel"
"Units : mm/s and "
"Operator : Operator"
"Setup : ZZZ.MMB"
"Location: : "
"Client: : ?"
"User Name: : "
"General: : "
"Geo Range : 254.0 mm/s"
"Tran PPV : 10.27 mm/s"
"Vert PPV : 22.52 mm/s"
"Long PPV : 22.21 mm/s"
"Tran ZC Freq : 55 Hz"
"Vert ZC Freq : 29.3 Hz"
"Long ZC Freq : 13.0 Hz"
"Tran Time of Peak : 0.023 sec"
"Vert Time of Peak : 0.030 sec"
"Long Time of Peak : 0.030 sec"
"Tran Peak Acceleration : 1.474 g"
"Vert Peak Acceleration : 0.609 g"
"Long Peak Acceleration : 0.866 g"
"Tran Peak Displacement : 0.198 mm"
"Vert Peak Displacement : 0.114 mm"
"Long Peak Displacement : 0.202 mm"
"Peak Vector Sum : 31.68 mm/s"
"Peak Vector Sum Time : 0.030 sec"
"Tran  Test Freq : 7.7 Hz"
"Tran  Test Ratio : 3.1"
"Tran  Test Results : Passed"
"Vert  Test Freq : 7.9 Hz"
"Vert  Test Ratio : 2.7"
"Vert  Test Results : Passed"
"Long  Test Freq : 7.5 Hz"
"Long  Test Ratio : 3.5"
"Long  Test Results : Passed"
"PC SW Version : V 10.74"

   Tran   	   Vert   	   Long   
0.205     	0.039     	0.173     
0.197     	0.032     	0.158     
0.189     	0.039     	0.150     
0.181     	0.039     	0.142     
0.166     	0.032     	0.126     
0.166     	0.039     	0.095     
0.158     	0.039     	0.102     
0.166     	0.039     	0.102     
0.166     	0.032     	0.079     
0.158     	0.047     	0.071     
0.166     	0.055     	0.087     
0.173     	0.039     	0.087     
0.197     	0.039     	0.095     
0.221     	0.039     	0.087     
0.236     	0.032     	0.079     
0.260     	0.032     	0.087     
0.268     	0.032     	0.071     
0.268     	0.039     	0.087     
0.252     	0.032     	0.095     
0.252     	0.039     	0.071     
0.236     	0.039     	0.079     
0.229     	0.039     	0.087     
0.229     	0.032     	0.102     
0.221     	0.032     	0.095     
0.213     	0.039     	0.110     
0.236     	0.016     	0.102     
0.236     	0.000     	0.095     
0.252     	0.016     	0.102     
0.252     	0.008     	0.095     
0.268     	0.000     	0.087     
0.260     	0.000     	0.071     
0.260     	0.008     	0.039     
0.260     	0.000     	0.032     
0.268     	-0.008    	0.008     
0.244     	-0.008    	-0.008    
0.236     	0.000     	-0.024    
0.236     	0.000     	-0.032    
0.221     	0.024     	-0.039    
0.213     	0.055     	-0.047    
0.205     	0.071     	-0.032    
0.197     	0.087     	-0.024    
0.189     	0.079     	0.000     
0.213     	0.087     	0.047     
0.213     	0.071     	0.071     
0.205     	0.079     	0.087     
0.221     	0.055     	0.102     
0.229     	0.071     	0.110     
0.221     	0.071     	0.126     
0.244     	0.087     	0.110     
0.244     	0.079     	0.110     
0.252     	0.071     	0.095     
0.260     	0.055     	0.087     
0.284     	0.055     	0.087     
0.284     	0.055     	0.055     
0.284     	0.055     	0.039     
0.276     	0.047     	0.024     
0.276     	0.055     	0.039     
0.252     	0.047     	0.047     
0.236     	0.047     	0.032     
0.236     	0.055     	0.047     
0.229     	0.055     	0.063     
0.221     	0.055     	0.063     
0.205     	0.055     	0.095     
0.221     	0.055     	0.102     
0.229     	0.071     	0.118     
0.229     	0.055     	0.110     
0.236     	0.071     	0.134     
0.244     	0.055     	0.126     
0.229     	0.063     	0.142     
0.236     	0.055     	0.118     
0.244     	0.032     	0.110     
0.252     	0.047     	0.102     
0.252     	0.024     	0.095     
0.252     	0.016     	0.087     
0.229     	0.016     	0.071     
0.260     	0.032     	0.055     
0.236     	0.024     	0.055     
0.244     	0.008     	0.055     
0.252     	0.000     	0.055     
0.252     	0.016     	0.063     
0.244     	0.008     	0.055     
0.244     	0.024     	0.079     
0.236     	0.039     	0.095     
0.244     	0.032     	0.079     
0.244     	0.039     	0.095     
0.244     	0.039     	0.095     
0.260     	0.055     	0.079     
0.244     	0.039     	0.087     
0.252     	0.047     	0.071     
0.236     	0.047     	0.047     
0.252     	0.047     	0.032     
0.276     	0.039     	0.016     
0.260     	0.047     	0.008     
0.268     	0.047     	0.024     
0.276     	0.039     	0.008     
0.260     	0.047     	0.024     
0.252     	0.047     	0.024     
0.268     	0.047     	0.039     
0.252     	0.055     	0.047     
0.252     	0.055     	0.047     
0.252     	0.055     	0.079     
0.252     	0.055     	0.079     
0.252     	0.055     	0.095     
0.252     	0.071     	0.095     
0.268     	0.047     	0.095     
0.268     	0.055     	0.102     
0.268     	0.039     	0.087     
0.260     	0.063     	0.102     
0.252     	0.047     	0.110     
0.252     	0.047     	0.095     
0.252     	0.039     	0.095     
0.236     	0.024     	0.095     
0.244     	0.032     	0.087     
0.236     	0.039     	0.079     
0.252     	0.047     	0.055     
0.236     	0.047     	0.055     
0.229     	0.039     	0.039     
0.252     	0.055     	0.032     
0.252     	0.047     	0.024     
0.252     	0.039     	0.024     
0.244     	0.032     	0.032     
0.252     	0.032     	0.024     
0.229     	0.024     	0.032     
0.236     	0.032     	0.047     
0.236     	0.024     	0.063     
0.229     	0.032     	0.063     
0.229     	0.039     	0.087     
0.229     	0.047     	0.071     
0.205     	0.047     	0.071     
0.213     	0.039     	0.047     
0.213     	0.047     	0.055     
0.229     	0.047     	0.039     
0.244     	0.079     	0.024     
0.252     	0.055     	0.024     
0.229     	0.071     	0.024     
0.244     	0.087     	0.024     
0.252     	0.095     	0.024     
0.260     	0.095     	0.039     
0.252     	0.087     	0.039     
0.276     	0.079     	0.047     
0.260     	0.087     	0.047     
0.268     	0.087     	0.079     
0.268     	0.071     	0.095     
0.252     	0.071     	0.095     
0.252     	0.055     	0.110     
0.229     	0.079     	0.118     
0.236     	0.055     	0.118     
0.213     	0.055     	0.102     
0.221     	0.055     	0.118     
0.213     	0.055     	0.118     
0.197     	0.055     	0.110     
0.213     	0.055     	0.102     
0.205     	0.032     	0.110     
0.221     	0.047     	0.110     
0.213     	0.032     	0.118     
0.236     	0.024     	0.118     
0.221     	0.032     	0.118     
0.221     	0.032     	0.102     
0.213     	0.047     	0.118     
0.221     	0.039     	0.118     
0.221     	0.032     	0.126     
0.236     	0.047     	0.142     
0.236     	0.047     	0.134     
0.252     	0.055     	0.150     
0.260     	0.055     	0.126     
0.276     	0.055     	0.126     
0.276     	0.055     	0.134     
0.268     	0.047     	0.150     
0.268     	0.055     	0.142     
0.260     	0.071     	0.142     
0.276     	0.055     	0.142     
0.268     	0.079     	0.166     
0.276     	0.063     	0.134     
0.292     	0.079     	0.150     
0.300     	0.102     	0.150     
0.300     	0.102     	0.142     
0.292     	0.118     	0.118     
0.315     	0.110     	0.134     
0.300     	0.118     	0.134     
0.300     	0.118     	0.118     
0.300     	0.126     	0.118     
0.300     	0.118     	0.118     
0.307     	0.118     	0.134     
0.307     	0.118     	0.126     
0.307     	0.126     	0.118     
0.307     	0.110     	0.126     
0.307     	0.110     	0.110     
0.292     	0.118     	0.126     
0.292     	0.118     	0.126     
0.284     	0.126     	0.118     
0.284     	0.118     	0.118     
0.276     	0.118     	0.118     
0.276     	0.118     	0.118     
0.276     	0.110     	0.118     
0.268     	0.118     	0.110     
0.268     	0.102     	0.118     
0.268     	0.118     	0.110     
0.284     	0.126     	0.110     
0.260     	0.126     	0.110     
0.252     	0.134     	0.110     
0.268     	0.134     	0.087     
0.260     	0.095     	0.087     
0.244     	0.102     	0.087     
0.252     	0.079     	0.055     
0.268     	0.087     	0.055     
0.252     	0.087     	0.047     
0.252     	0.079     	0.047     
0.236     	0.087     	0.039     
0.221     	0.087     	0.055     
0.236     	0.087     	0.055     
0.236     	0.095     	0.039     
0.221     	0.087     	0.039     
0.213     	0.095     	0.047     
0.197     	0.087     	0.047     
0.205     	0.087     	0.055     
0.221     	0.087     	0.039     
0.205     	0.079     	0.039     
0.213     	0.095     	0.047     
0.221     	0.087     	0.039     
0.197     	0.087     	0.047     
0.197     	0.095     	0.055     
0.197     	0.095     	0.063     
0.197     	0.110     	0.071     
0.213     	0.118     	0.063     
0.205     	0.102     	0.055     
0.205     	0.110     	0.039     
0.189     	0.110     	0.055     
0.205     	0.102     	0.055     
0.205     	0.095     	0.039     
0.189     	0.095     	0.039     
0.181     	0.095     	0.024     
0.173     	0.110     	0.039     
0.181     	0.102     	0.047     
0.173     	0.102     	0.024     
0.173     	0.102     	0.039     
0.173     	0.102     	0.047     
0.166     	0.110     	0.039     
0.173     	0.118     	0.024     
0.181     	0.102     	0.055     
0.173     	0.102     	0.039     
0.173     	0.102     	0.055     
0.189     	0.102     	0.063     
0.189     	0.087     	0.071     
0.197     	0.102     	0.055     
0.189     	0.087     	0.063     
0.173     	0.095     	0.039     
0.173     	0.095     	0.055     
0.173     	0.095     	0.032     
0.181     	0.095     	0.039     
0.197     	0.095     	0.032     
0.197     	0.087     	0.047     
0.205     	0.071     	0.024     
0.189     	0.079     	0.047     
0.197     	0.063     	0.032     
0.197     	0.079     	0.047     
0.181     	0.087     	0.047     
0.181     	0.087     	0.039     
0.189     	0.087     	0.032     
0.181     	0.095     	0.032     
0.173     	0.102     	0.032     
0.173     	0.110     	0.032     
0.173     	0.110     	0.024     
0.189     	0.118     	0.016     
0.189     	0.102     	0.016     
0.189     	0.102     	0.008     
0.213     	0.102     	0.024     
0.205     	0.079     	0.016     
0.213     	0.063     	0.032     
0.205     	0.055     	0.039     
0.221     	0.055     	0.032     
0.205     	0.055     	0.047     
0.213     	0.047     	0.039     
0.197     	0.039     	0.047     
0.213     	0.055     	0.071     
0.221     	0.063     	0.087     
0.213     	0.063     	0.079     
0.205     	0.071     	0.079     
0.213     	0.079     	0.087     
0.205     	0.087     	0.087     
0.213     	0.087     	0.087     
0.205     	0.079     	0.071     
0.197     	0.071     	0.039     
0.213     	0.095     	0.039     
0.205     	0.079     	0.016     
0.221     	0.087     	0.032     
0.221     	0.087     	0.024     
0.213     	0.102     	0.016     
0.213     	0.095     	0.016     
0.221     	0.087     	0.008     
0.221     	0.102     	0.032     
0.213     	0.095     	0.039     
0.205     	0.087     	0.063     
0.236     	0.079     	0.063     
0.236     	0.055     	0.071     
0.252     	0.055     	0.063     
0.236     	0.047     	0.063     
0.236     	0.055     	0.055     
0.252     	0.039     	0.039     
0.229     	0.032     	0.039     
0.229     	0.024     	0.024     
0.236     	0.032     	0.032     
0.236     	0.024     	0.039     
0.236     	0.032     	0.032     
0.221     	0.024     	0.032     
0.229     	0.032     	0.047     
0.221     	0.032     	0.047     
0.221     	0.016     	0.063     
0.221     	0.024     	0.079     
0.221     	0.024     	0.071     
0.221     	0.024     	0.039     
0.221     	0.032     	0.047     
0.229     	0.032     	0.047     
0.229     	0.016     	0.063     
0.197     	0.024     	0.039     
0.205     	0.016     	0.047     
0.197     	0.024     	0.047     
0.189     	0.032     	0.055     
0.221     	0.032     	0.063     
0.197     	0.024     	0.047     
0.205     	0.047     	0.047     
0.221     	0.047     	0.055     
0.229     	0.047     	0.055     
0.229     	0.039     	0.055     
0.236     	0.039     	0.055     
0.236     	0.039     	0.047     
0.252     	0.024     	0.047     
0.244     	0.024     	0.039     
0.236     	0.016     	0.039     
0.244     	0.016     	0.047     
0.229     	0.024     	0.055     
0.221     	0.024     	0.071     
0.205     	0.016     	0.087     
0.181     	0.047     	0.079     
0.205     	0.047     	0.087     
0.173     	0.039     	0.079     
0.173     	0.047     	0.071     
0.181     	0.063     	0.047     
0.197     	0.079     	0.032     
0.205     	0.087     	0.000     
0.229     	0.079     	-0.024    
0.236     	0.071     	-0.055    
0.276     	0.055     	-0.095    
0.268     	0.039     	-0.102    
0.307     	0.024     	-0.126    
0.307     	0.000     	-0.150    
0.300     	-0.008    	-0.118    
0.284     	-0.039    	-0.118    
0.276     	-0.055    	-0.079    
0.252     	-0.047    	-0.039    
0.221     	-0.039    	-0.008    
0.221     	-0.016    	0.055     
0.213     	-0.016    	0.095     
0.213     	0.008     	0.142     
0.205     	0.032     	0.142     
0.197     	0.039     	0.158     
0.213     	0.039     	0.166     
0.236     	0.047     	0.150     
0.252     	0.039     	0.126     
0.276     	0.047     	0.095     
0.315     	0.024     	0.063     
0.315     	0.032     	0.008     
0.323     	0.024     	-0.039    
0.339     	0.032     	-0.071    
0.331     	0.032     	-0.087    
0.292     	0.039     	-0.095    
0.276     	0.047     	-0.102    
0.260     	0.055     	-0.087    
0.213     	0.055     	-0.063    
0.189     	0.079     	-0.039    
0.173     	0.071     	-0.008    
0.150     	0.087     	0.024     
0.134     	0.063     	0.047     
0.126     	0.032     	0.071     
0.142     	0.032     	0.110     
0.158     	0.000     	0.134     
0.166     	-0.024    	0.158     
0.189     	-0.039    	0.197     
0.197     	-0.071    	0.213     
0.244     	-0.071    	0.213     
0.260     	-0.079    	0.213     
0.284     	-0.102    	0.189     
0.292     	-0.110    	0.158     
0.307     	-0.110    	0.110     
0.323     	-0.102    	0.055     
0.331     	-0.087    	0.000     
0.300     	-0.071    	-0.071    
0.300     	-0.071    	-0.110    
0.268     	-0.047    	-0.150    
0.244     	-0.039    	-0.150    
0.221     	-0.024    	-0.181    
0.213     	0.000     	-0.158    
0.181     	0.016     	-0.134    
0.181     	0.024     	-0.087    
0.197     	0.055     	-0.039    
0.181     	0.079     	-0.008    
0.205     	0.087     	0.047     
0.221     	0.095     	0.102     
0.221     	0.102     	0.142     
0.236     	0.102     	0.166     
0.252     	0.110     	0.189     
0.260     	0.102     	0.197     
0.252     	0.095     	0.205     
0.229     	0.079     	0.189     
0.213     	0.055     	0.173     
0.221     	0.055     	0.134     
0.205     	0.055     	0.102     
0.189     	0.032     	0.055     
0.213     	0.016     	0.016     
0.189     	0.008     	-0.016    
0.221     	0.008     	-0.024    
0.221     	0.016     	-0.008    
0.221     	0.024     	0.000     
0.229     	0.016     	0.016     
0.229     	0.016     	0.032     
0.236     	0.039     	0.055     
0.236     	0.032     	0.071     
0.229     	0.024     	0.095     
0.236     	0.032     	0.110     
0.229     	0.032     	0.134     
0.236     	0.032     	0.142     
0.236     	0.024     	0.142     
0.236     	0.016     	0.166     
0.252     	0.008     	0.166     
0.260     	0.016     	0.158     
0.244     	0.000     	0.150     
0.229     	-0.008    	0.126     
0.229     	0.008     	0.079     
0.229     	0.016     	0.047     
0.221     	0.016     	0.032     
0.213     	0.016     	-0.008    
0.205     	0.032     	-0.016    
0.197     	0.039     	-0.039    
0.189     	0.032     	-0.024    
0.197     	0.032     	-0.008    
0.213     	0.055     	0.000     
0.229     	0.055     	0.032     
0.221     	0.055     	0.063     
0.252     	0.047     	0.087     
0.252     	0.055     	0.095     
0.244     	0.047     	0.110     
0.229     	0.063     	0.118     
0.244     	0.071     	0.110     
0.229     	0.055     	0.126     
0.229     	0.055     	0.126     
0.229     	0.071     	0.126     
0.221     	0.055     	0.110     
0.205     	0.063     	0.102     
0.205     	0.055     	0.071     
0.213     	0.071     	0.063     
0.221     	0.055     	0.055     
0.236     	0.063     	0.055     
0.236     	0.063     	0.032     
0.244     	0.079     	0.032     
0.252     	0.063     	0.039     
0.260     	0.079     	0.047     
0.268     	0.079     	0.047     
0.252     	0.071     	0.071     
0.268     	0.071     	0.079     
0.268     	0.079     	0.087     
0.236     	0.063     	0.087     
0.221     	0.079     	0.102     
0.221     	0.071     	0.087     
0.213     	0.071     	0.110     
0.205     	0.079     	0.126     
0.205     	0.071     	0.134     
0.213     	0.071     	0.142     
0.221     	0.079     	0.126     
0.244     	0.079     	0.118     
0.244     	0.095     	0.102     
0.236     	0.095     	0.102     
0.252     	0.102     	0.087     
0.229     	0.110     	0.087     
0.221     	0.110     	0.087     
0.213     	0.102     	0.087     
0.213     	0.110     	0.102     
0.205     	0.110     	0.102     
0.213     	0.110     	0.087     
0.197     	0.110     	0.095     
0.189     	0.102     	0.095     
0.197     	0.102     	0.095     
0.213     	0.118     	0.110     
0.229     	0.118     	0.095     
0.236     	0.110     	0.095     
0.229     	0.102     	0.071     
0.244     	0.110     	0.047     
0.252     	0.110     	0.024     
0.252     	0.110     	0.016     
0.229     	0.102     	0.000     
0.244     	0.118     	-0.024    
0.260     	0.110     	-0.039    
0.252     	0.079     	-0.047    
0.268     	0.079     	-0.071    
0.260     	0.087     	-0.055    
0.252     	0.079     	-0.063    
0.244     	0.087     	-0.047    
0.221     	0.087     	-0.039    
0.229     	0.079     	-0.032    
0.221     	0.087     	-0.016    
0.229     	0.095     	-0.016    
0.229     	0.095     	0.016     
0.213     	0.095     	0.032     
0.221     	0.079     	0.055     
0.189     	0.079     	0.079     
0.197     	0.071     	0.110     
0.197     	0.079     	0.134     
0.197     	0.071     	0.150     
0.205     	0.071     	0.181     
0.213     	0.055     	0.181     
0.213     	0.079     	0.181     
0.213     	0.055     	0.181     
0.221     	0.055     	0.166     
0.236     	0.055     	0.150     
0.229     	0.071     	0.126     
0.236     	0.087     	0.087     
0.221     	0.095     	0.055     
0.221     	0.079     	0.047     
0.205     	0.087     	0.039     
0.173     	0.110     	0.032     
0.181     	0.102     	0.024     
0.173     	0.110     	0.047     
0.158     	0.118     	0.055     
0.134     	0.118     	0.063     
0.102     	0.118     	0.047     
0.079     	0.142     	0.071     
0.079     	0.126     	0.087     
0.055     	0.126     	0.079     
0.047     	0.118     	0.079     
0.039     	0.134     	0.079     
0.032     	0.134     	0.079     
0.039     	0.134     	0.063     
0.055     	0.126     	0.047     
0.071     	0.118     	0.055     
0.110     	0.110     	0.047     
0.150     	0.095     	0.063     
0.189     	0.102     	0.055     
0.221     	0.087     	0.055     
0.252     	0.087     	0.039     
0.323     	0.087     	0.047     
0.355     	0.087     	0.071     
0.370     	0.087     	0.079     
0.386     	0.055     	0.063     
0.386     	0.079     	0.087     
0.386     	0.071     	0.110     
0.386     	0.055     	0.110     
0.363     	0.055     	0.095     
0.323     	0.055     	0.095     
0.300     	0.055     	0.095     
0.252     	0.071     	0.079     
0.236     	0.055     	0.102     
0.205     	0.079     	0.110     
0.166     	0.055     	0.118     
0.166     	0.047     	0.150     
0.181     	0.047     	0.166     
0.189     	0.039     	0.173     
0.213     	0.047     	0.166     
0.229     	0.032     	0.158     
0.229     	0.055     	0.134     
0.221     	0.055     	0.110     
0.221     	0.047     	0.087     
0.229     	0.047     	0.079     
0.229     	0.047     	0.016     
0.213     	0.047     	0.016     
0.221     	0.071     	-0.024    
0.221     	0.055     	-0.008    
0.229     	0.063     	-0.016    
0.236     	0.071     	-0.024    
0.236     	0.055     	-0.024    
0.236     	0.079     	-0.016    
0.252     	0.079     	0.000     
0.244     	0.079     	0.000     
0.229     	0.095     	0.000     
0.236     	0.095     	0.016     
0.221     	0.095     	0.024     
0.213     	0.102     	0.016     
0.197     	0.095     	0.024     
0.189     	0.110     	0.047     
0.173     	0.102     	0.047     
0.166     	0.087     	0.063     
0.134     	0.071     	0.063     
0.118     	0.087     	0.087     
0.110     	0.055     	0.095     
0.134     	0.055     	0.118     
0.134     	0.047     	0.126     
0.134     	0.047     	0.118     
0.142     	0.032     	0.126     
0.158     	0.032     	0.142     
0.158     	0.024     	0.150     
0.173     	0.016     	0.126     
0.158     	0.000     	0.134     
0.150     	-0.008    	0.126     
0.150     	-0.016    	0.126     
0.166     	-0.024    	0.110     
0.166     	-0.024    	0.118     
0.166     	-0.016    	0.102     
0.166     	-0.016    	0.095     
0.166     	-0.016    	0.087     
0.173     	-0.008    	0.055     
0.181     	-0.016    	0.047     
0.197     	0.000     	0.039     
0.197     	-0.024    	0.024     
0.213     	-0.024    	0.032     
0.213     	-0.024    	0.000     
0.221     	-0.016    	0.000     
0.221     	-0.016    	-0.016    
0.236     	-0.008    	-0.008    
0.213     	0.016     	-0.008    
0.229     	0.024     	-0.024    
0.236     	0.024     	-0.008    
0.236     	0.032     	-0.016    
0.260     	0.032     	-0.016    
0.252     	0.047     	-0.016    
0.276     	0.032     	-0.008    
0.260     	0.039     	-0.008    
0.268     	0.055     	-0.032    
0.268     	0.047     	-0.016    
0.260     	0.055     	-0.008    
0.252     	0.055     	-0.016    
0.244     	0.047     	-0.008    
0.244     	0.039     	0.000     
0.221     	0.039     	0.008     
0.205     	0.047     	0.024     
0.221     	0.047     	0.032     
0.181     	0.055     	0.032     
0.158     	0.047     	0.055     
0.166     	0.055     	0.063     
0.173     	0.047     	0.095     
0.189     	0.039     	0.079     
0.181     	0.024     	0.087     
0.213     	0.024     	0.079     
0.205     	0.032     	0.079     
0.236     	0.016     	0.063     
0.229     	0.000     	0.047     
0.244     	-0.024    	0.039     
0.260     	-0.016    	0.039     
0.260     	-0.008    	0.039     
0.284     	-0.024    	0.039     
0.276     	-0.024    	0.032     
0.284     	-0.047    	0.032     
0.292     	-0.039    	0.039     
0.276     	-0.032    	0.055     
0.284     	-0.039    	0.055     
0.268     	-0.032    	0.071     
0.268     	-0.024    	0.055     
0.268     	-0.016    	0.063     
0.268     	-0.024    	0.055     
0.268     	-0.032    	0.032     
0.268     	-0.032    	0.024     
0.284     	-0.039    	0.000     
0.284     	-0.039    	-0.008    
0.284     	-0.047    	0.016     
0.307     	-0.039    	0.000     
0.276     	-0.055    	0.000     
0.276     	-0.039    	0.008     
0.276     	-0.024    	0.000     
0.260     	-0.016    	0.000     
0.260     	0.008     	0.008     
0.244     	0.016     	0.016     
0.229     	0.032     	0.008     
0.229     	0.047     	0.000     
0.229     	0.032     	0.008     
0.236     	0.047     	0.000     
0.244     	0.055     	-0.008    
0.236     	0.055     	-0.008    
0.236     	0.047     	-0.016    
0.252     	0.055     	-0.016    
0.244     	0.071     	-0.016    
0.244     	0.055     	-0.039    
0.244     	0.055     	-0.024    
0.244     	0.055     	-0.024    
0.244     	0.055     	-0.032    
0.244     	0.047     	-0.024    
0.236     	0.032     	-0.024    
0.236     	0.024     	-0.047    
0.229     	0.024     	-0.047    
0.244     	0.016     	-0.032    
0.229     	0.008     	-0.016    
0.252     	0.008     	-0.016    
0.260     	0.008     	-0.016    
0.284     	0.000     	0.000     
0.292     	0.000     	0.024     
0.339     	0.000     	0.016     
0.347     	0.000     	0.024     
0.347     	-0.008    	0.016     
0.363     	-0.016    	0.016     
0.331     	-0.016    	0.032     
0.323     	-0.039    	0.039     
0.276     	-0.032    	0.032     
0.221     	-0.032    	0.055     
0.189     	-0.024    	0.063     
0.142     	-0.008    	0.071     
0.158     	-0.008    	0.087     
0.158     	0.016     	0.087     
0.189     	0.008     	0.087     
0.236     	0.024     	0.087     
0.300     	0.016     	0.079     
0.370     	0.024     	0.047     
0.402     	0.000     	0.008     
0.449     	0.000     	-0.032    
0.457     	0.000     	-0.087    
0.434     	-0.016    	-0.102    
0.386     	0.008     	-0.118    
0.339     	0.016     	-0.095    
0.260     	0.039     	-0.079    
0.173     	0.032     	-0.039    
0.189     	0.055     	-0.024    
0.150     	0.039     	0.024     
0.102     	0.032     	0.063     
0.087     	0.055     	0.110     
0.095     	0.039     	0.166     
0.126     	0.008     	0.189     
0.166     	0.008     	0.197     
0.213     	0.000     	0.173     
0.236     	-0.024    	0.142     
0.284     	-0.024    	0.110     
0.300     	-0.032    	0.087     
0.323     	-0.047    	0.039     
0.339     	-0.055    	0.000     
0.355     	-0.071    	-0.039    
0.363     	-0.071    	-0.047    
0.370     	-0.079    	-0.071    
0.370     	-0.047    	-0.047    
0.347     	-0.071    	-0.024    
0.323     	-0.063    	0.008     
0.323     	-0.063    	0.016     
0.268     	-0.024    	0.055     
0.236     	-0.008    	0.063     
0.213     	0.000     	0.087     
0.205     	0.039     	0.071     
0.213     	0.047     	0.047     
0.236     	0.071     	0.024     
0.252     	0.087     	-0.008    
0.292     	0.095     	-0.016    
0.307     	0.118     	-0.032    
0.307     	0.142     	-0.047    
0.339     	0.118     	-0.032    
0.323     	0.134     	-0.024    
0.284     	0.118     	-0.008    
0.260     	0.118     	0.000     
0.229     	0.118     	0.016     
0.166     	0.110     	0.024     
0.150     	0.095     	0.055     
0.118     	0.079     	0.071     
0.110     	0.063     	0.095     
0.118     	0.055     	0.102     
0.134     	0.063     	0.095     
0.166     	0.047     	0.102     
0.213     	0.055     	0.087     
0.252     	0.047     	0.079     
0.307     	0.047     	0.071     
0.339     	0.039     	0.047     
0.347     	0.055     	0.024     
0.355     	0.055     	-0.008    
0.323     	0.055     	-0.024    
0.300     	0.047     	-0.047    
0.268     	0.047     	-0.055    
0.221     	0.032     	-0.055    
0.205     	0.024     	-0.032    
0.181     	0.024     	-0.016    
0.173     	0.016     	0.024     
0.181     	0.008     	0.055     
0.173     	0.000     	0.087     
0.197     	0.024     	0.087     
0.213     	0.032     	0.095     
0.229     	0.016     	0.095     
0.244     	0.032     	0.079     
0.252     	0.032     	0.047     
0.260     	0.039     	0.000     
0.252     	0.047     	-0.024    
0.252     	0.055     	-0.039    
0.244     	0.047     	-0.047    
0.252     	0.055     	-0.047    
0.252     	0.055     	-0.039    
0.252     	0.071     	-0.024    
0.268     	0.039     	-0.008    
0.260     	0.055     	0.024     
0.268     	0.055     	0.047     
0.276     	0.055     	0.055     
0.284     	0.039     	0.055     
0.284     	0.047     	0.063     
0.307     	0.047     	0.024     
0.307     	0.055     	0.024     
0.315     	0.047     	-0.008    
0.307     	0.055     	-0.016    
0.307     	0.055     	-0.032    
0.284     	0.055     	-0.039    
0.260     	0.071     	-0.039    
0.260     	0.079     	-0.047    
0.244     	0.071     	-0.024    
0.244     	0.071     	-0.008    
0.244     	0.087     	0.008     
0.229     	0.079     	0.024     
0.244     	0.095     	0.032     
0.252     	0.087     	0.032     
0.252     	0.087     	0.032     
0.252     	0.087     	0.039     
0.252     	0.095     	0.000     
0.244     	0.095     	0.008     
0.221     	0.110     	-0.008    
0.213     	0.087     	-0.039    
0.181     	0.079     	-0.032    
0.166     	0.079     	-0.071    
0.134     	0.071     	-0.024    
0.134     	0.047     	-0.016    
0.142     	0.039     	0.016     
0.158     	0.039     	0.032     
0.173     	0.039     	0.071     
0.197     	0.032     	0.087     
0.236     	0.039     	0.087     
0.260     	0.039     	0.095     
0.260     	0.055     	0.063     
0.276     	0.055     	0.024     
0.260     	0.079     	0.008     
0.260     	0.055     	-0.039    
0.244     	0.063     	-0.063    
0.236     	0.055     	-0.071    
0.221     	0.047     	-0.063    
0.205     	0.055     	-0.047    
0.213     	0.039     	-0.016    
0.213     	0.055     	0.016     
0.229     	0.032     	0.032     
0.244     	0.055     	0.039     
0.252     	0.055     	0.063     
0.252     	0.055     	0.055     
0.252     	0.055     	0.032     
0.276     	0.055     	0.039     
0.276     	0.063     	0.008     
0.276     	0.055     	-0.008    
0.268     	0.055     	-0.024    
0.260     	0.055     	-0.032    
0.276     	0.055     	-0.047    
0.244     	0.047     	-0.032    
0.244     	0.032     	-0.024    
0.236     	0.047     	-0.008    
0.244     	0.032     	0.008     
0.229     	0.047     	0.016     
0.236     	0.039     	0.024     
0.213     	0.055     	0.047     
0.213     	0.055     	0.063     
0.181     	0.055     	0.087     
0.181     	0.063     	0.071     
0.173     	0.087     	0.071     
0.166     	0.095     	0.055     
0.166     	0.102     	0.032     
0.173     	0.118     	-0.008    
0.189     	0.118     	-0.063    
0.221     	0.102     	-0.118    
0.260     	0.095     	-0.158    
0.284     	0.079     	-0.197    
0.323     	0.071     	-0.213    
0.363     	0.055     	-0.236    
0.378     	0.047     	-0.252    
0.355     	0.071     	-0.236    
0.323     	0.055     	-0.205    
0.260     	0.079     	-0.142    
0.173     	0.095     	-0.102    
0.087     	0.118     	-0.047    
0.000     	0.142     	0.000     
-0.071    	0.166     	0.055     
