time_s,original,denoised,removed_noise
0.361328125,0.126,0.11145075239492151,0.003503697201986073
0.361572265625,0.11,0.10640175973834008,0.003217583770399128
0.36181640625,0.11,0.10113337534961529,0.002377093814815967
0.362060546875,0.095,0.09563512668855592,0.001106976219829121
0.3623046875,0.095,0.09016246615674368,-0.0003519912321475158
0.362548828125,0.095,0.08458078106036755,-0.001793246130032594
0.36279296875,0.079,0.07878194921214936,-0.002999558629491707
0.363037109375,0.071,0.07316988084791991,-0.003689747547627254
0.36328125,0.055,0.06809293403102333,-0.003670935349332917
0.363525390625,0.063,0.06391413420520031,-0.002880052263104851
0.36376953125,0.055,0.06038240831460488,-0.001507240558514402
0.364013671875,0.071,0.05739619129447775,0.0001675196355326836
0.3642578125,0.063,0.05437622576160343,0.001734669050941444
0.364501953125,0.063,0.05129616159687188,0.002913437544253993
0.36474609375,0.047,0.04822195521062293,0.003530485818118053
0.364990234375,0.055,0.045481698881685864,0.003561866807366898
0.365234375,0.047,0.04286301743042346,0.002992038464027684
0.365478515625,0.047,0.04038729593286428,0.001943560212624593
0.36572265625,0.024,0.03812758202380743,0.0006297760965521836
0.365966796875,0.047,0.03648196588962967,-0.000653502452712173
0.3662109375,0.039,0.034693058778094164,-0.001830066000234219
0.366455078125,0.032,0.0327053768777294,-0.002726000665137737
0.36669921875,0.032,0.030669696608338366,-0.003168967410726607
0.366943359375,0.024,0.028549405686788418,-0.003090660836953071
0.3671875,0.024,0.026523927582683612,-0.002473281564087303
0.367431640625,0.024,0.024571839583581553,-0.001427040333695135
0.36767578125,0.032,0.022569737875662858,-0.0001568270020662427
0.367919921875,0.024,0.02025487444317371,0.001075820131179348
0.3681640625,0.024,0.01781756860359106,0.0021028109530839
0.368408203125,0.024,0.015302454019772893,0.002773104591264491
0.36865234375,0.016,0.012758514155056626,0.002998214912565114
0.368896484375,0.008,0.010494751001630238,0.002806535486930687
0.369140625,0.008,0.008816702660216832,0.002280805709648785
0.369384765625,0.024,0.0075987804855130354,0.001460008978523956
0.36962890625,0.008,0.006351617550396467,0.0003597591963815592
0.369873046875,0.008,0.005461548876151958,-0.0008024340428380876
0.3701171875,0.008,0.0050341935183315705,-0.001837737291157652
0.370361328125,0.0,0.005138239632841685,-0.002580584012800891
0.37060546875,0.008,0.006042392344450946,-0.002875082960950265
0.370849609375,0.0,0.007644544055896138,-0.002697434140322916
0.37109375,0.008,0.010188685475166824,-0.002040382900029997
0.371337890625,0.024,0.013419724022332985,-0.001059247118996133
0.37158203125,0.016,0.016885999281844307,1.476836793319476e-05
0.371826171875,0.024,0.02077313488742786,0.001063684899814318
0.3720703125,0.024,0.02497022415764558,0.001937753697730305
0.372314453125,0.039,0.029360455739934642,0.002514855626137618
0.37255859375,0.032,0.033544529860184934,0.002674763385628021
0.372802734375,0.047,0.037555173373341,0.002435023239008979
0.373046875,0.047,0.040951470746566715,0.001792928189121796
0.373291015625,0.047,0.04362846484369072,0.0008621385551842074
0.37353515625,0.055,0.045577491722914476,-0.0001858003371886002
0.373779296875,0.047,0.046640657473016905,-0.00119325582640213
0.3740234375,0.039,0.04720512114284054,-0.001924502005133151
0.374267578125,0.039,0.04773166774056616,-0.002196105708224606
0.37451171875,0.047,0.04837316848206496,-0.001987029885943267
0.374755859375,0.055,0.04894856028031602,-0.001441799753300889
0.375,0.055,0.04932660162610803,-0.000757848710148021
0.375244140625,0.063,0.04960551198458011,-0.0001000776301972324
0.37548828125,0.047,0.0499084449469853,0.0004088360448615404
0.375732421875,0.055,0.05095438058095017,0.0008026506665474248
0.3759765625,0.055,0.0528972566044289,0.001057656196110756
0.376220703125,0.055,0.055933272850173396,0.0011893869086076
0.37646484375,0.055,0.06030353981839468,0.001247159919455708
0.376708984375,0.071,0.06604656381323383,0.001249515921621592
0.376953125,0.079,0.07267116400699052,0.001123311066267622
0.377197265625,0.079,0.0798340615344728,0.0008414711598643932
0.37744140625,0.087,0.08746202592191346,0.0004536830839153028
0.377685546875,0.11,0.09511957711067429,-3.674839338779786e-05
0.3779296875,0.11,0.10199564486546445,-0.0006665577386078096
0.378173828125,0.11,0.10798207106388097,-0.00130754174589152
0.37841796875,0.11,0.11320411162390803,-0.001770153819333864
0.378662109375,0.118,0.11774744825207355,-0.001903644152868213
0.37890625,0.118,0.1215310456025833,-0.00165594379828052
0.379150390625,0.126,0.12463843563055066,-0.001033690509905719
0.37939453125,0.134,0.12696976123486955,-0.000162038508056415
0.379638671875,0.142,0.12837629035512282,0.0007641685440514707
0.3798828125,0.134,0.1288518939241721,0.001561712185906297
0.380126953125,0.126,0.12894284212993937,0.002165523008562256
0.38037109375,0.134,0.12917830973017758,0.002530983847871653
0.380615234375,0.142,0.1294941415329568,0.002534548783240529
0.380859375,0.134,0.12975936559168835,0.002098834478921525
0.381103515625,0.126,0.1303574092515663,0.001320581975485784
0.38134765625,0.142,0.13153330541350777,0.0003373812069418357
0.381591796875,0.142,0.13281126793899603,-0.0007942480501425134
0.3818359375,0.142,0.13402989114700992,-0.001916499078971368
0.382080078125,0.126,0.1353236198940227,-0.002787104780713673
0.38232421875,0.15,0.13703337728450696,-0.003154676454495607
0.382568359375,0.118,0.13871456428767046,-0.002977236860913793
0.3828125,0.142,0.14111962405932585,-0.002112289218701906
0.383056640625,0.158,0.1435896184897222,-0.0007977107615557261
0.38330078125,0.15,0.14548277000497561,0.0006359182207444553
0.383544921875,0.15,0.14705628614670713,0.001994242748730935
0.3837890625,0.158,0.148418080424125,0.003065389816712216
0.384033203125,0.166,0.1493569694109036,0.003618439506979418
0.38427734375,0.15,0.1498043436415441,0.003533398620437413
0.384521484375,0.166,0.1502729169898415,0.00289713613875683
0.384765625,0.158,0.1505172151433326,0.001760572360553691
0.385009765625,0.15,0.15086312001496419,0.0003594189889213045
0.38525390625,0.158,0.1516806724396254,-0.001014866997345533
0.385498046875,0.15,0.15286138170582322,-0.002159655274248795
0.3857421875,0.158,0.1546040983767433,-0.002861316121364143
0.385986328125,0.166,0.15664711726961486,-0.003057400953324847
0.38623046875,0.15,0.15877211881952116,-0.00275189692772387
0.386474609375,0.158,0.1614161605391364,-0.001910743746106464
0.38671875,0.173,0.16428821326453388,-0.000717940810261186
0.386962890625,0.173,0.16679578350265634,0.0005275091231752565
0.38720703125,0.189,0.16870325559466223,0.001588079598162907
0.387451171875,0.173,0.16958459065354853,0.002247608433040746
0.3876953125,0.173,0.16991812130622366,0.002527993288848469
0.387939453125,0.189,0.16975774232991664,0.002440231289047935
0.38818359375,0.166,0.1687793422168192,0.001982078223515093
0.388427734375,0.173,0.16766582391156143,0.001371114031462378
0.388671875,0.173,0.16638534378967268,0.0007045796737037376
0.388916015625,0.166,0.16495076655494242,6.65429353585035e-05
0.38916015625,0.173,0.16355669638805104,-0.0004535102496998459
0.389404296875,0.166,0.16204543965650867,-0.0008576201084952919
0.3896484375,0.166,0.1605737214217824,-0.001114231660163669
0.389892578125,0.158,0.15921228007880261,-0.001220548757968693
0.39013671875,0.166,0.15813038725061138,-0.00117224196979841
0.390380859375,0.173,0.15701007727971963,-0.001058416198472806
0.390625,0.158,0.1556260523007445,-0.0009328853502032585
0.390869140625,0.158,0.15442700524578337,-0.0007019753383062162
0.39111328125,0.158,0.1535281619077521,-0.0003284122852615351
0.391357421875,0.158,0.15293220198760527,0.0001813131615629105
0.3916015625,0.158,0.15266532119424306,0.0007942948795967307
0.391845703125,0.158,0.15272889576453538,0.001441048231987754
0.39208984375,0.158,0.15314483411994745,0.002029257308206901
0.392333984375,0.166,0.1538334200977277,0.002435063488247585
0.392578125,0.15,0.154618012802086,0.002532169891675148
0.392822265625,0.166,0.15580590127836438,0.00231172493022175
0.39306640625,0.173,0.15683284706872477,0.001658416459307156
0.393310546875,0.166,0.15726562894086968,0.0005605855530485021
0.3935546875,0.166,0.1571994133239113,-0.0007960059537661237
0.393798828125,0.166,0.15656082443610875,-0.002176464029523186
0.39404296875,0.158,0.1553331570385656,-0.003300750281248281
0.394287109375,0.158,0.15369176023021697,-0.003874804979633111
0.39453125,0.142,0.15175967038192625,-0.003694308447287202
0.394775390625,0.158,0.14986599382717591,-0.002660653816953826
0.39501953125,0.142,0.14761683787031235,-0.0009670844436301202
0.395263671875,0.15,0.14523638402283362,0.001151950218504536
0.3955078125,0.15,0.14243803275962522,0.003267859524403133
0.395751953125,0.158,0.13889594170372419,0.004910333868058185
0.39599609375,0.15,0.1342291711963613,0.005667196493520259
0.396240234375,0.15,0.12844717663661429,0.005347149186226004
0.396484375,0.126,0.1216212928862738,0.003972565862793999
0.396728515625,0.118,0.11445423094353004,0.001868935625439874
0.39697265625,0.118,0.10724417259887556,-0.0005773819107981601
0.397216796875,0.102,0.09998016260117623,-0.002970556790389178
0.3974609375,0.079,0.09322153206688584,-0.004813441700442407
0.397705078125,0.087,0.08764883628022574,-0.005681609592562176
0.39794921875,0.087,0.08297866941303685,-0.005492518500478963
0.398193359375,0.071,0.0791040726004706,-0.004314035301926033
0.3984375,0.079,0.07634733396390174,-0.002301411872945962
0.398681640625,0.071,0.07442905256499549,0.0001493364125957362
0.39892578125,0.087,0.07325702592832473,0.002597388952237426
0.399169921875,0.095,0.07207776366824192,0.004497879498922601
0.3994140625,0.079,0.07040202906844988,0.005469949239329802
0.399658203125,0.079,0.06851660334302283,0.005454845092903289
0.39990234375,0.071,0.06637161073250386,0.004518729786564141
0.400146484375,0.063,0.06405339331436331,0.002900110740462988
0.400390625,0.071,0.06158329141939302,0.0009198504560355011
0.400634765625,0.071,0.05847117480478046,-0.00115407089058797
0.40087890625,0.055,0.05454586832764221,-0.002996529000304621
0.401123046875,0.047,0.0502186660818909,-0.004227744070414264
0.4013671875,0.032,0.0458549079388793,-0.004594039658308025
0.401611328125,0.047,0.04180977530800603,-0.004021491494686923
0.40185546875,0.039,0.03765603818688131,-0.002752068918518863
0.402099609375,0.032,0.03355566676650199,-0.00104867227248939
0.40234375,0.039,0.029711491924430615,0.0007710073200945621
0.402587890625,0.024,0.025999350575719726,0.002331633662672793
0.40283203125,0.032,0.022760034399002572,0.00340155692945329
0.403076171875,0.032,0.01975156397124497,0.003756179850172785
0.4033203125,0.024,0.016835484065372323,0.003335961699149557
0.403564453125,0.016,0.014224199872454846,0.002302116102513044
0.40380859375,0.024,0.012008808791728543,0.0009122155366650617
0.404052734375,0.008,0.009933487920230815,-0.0005714571815703309
0.404296875,0.008,0.008291515237894254,-0.001783492822921299
0.404541015625,0.0,0.0071109710909061895,-0.002467640330784664
0.40478515625,0.008,0.006403283811944122,-0.002495410955548051
0.405029296875,-0.008,0.00592655857886297,-0.001925150423633135
0.4052734375,0.016,0.005809186712855964,-0.0008892947596088058
0.405517578125,0.016,0.005224002883766561,0.0002178968974301524
0.40576171875,0.016,0.0038627942127566523,0.001084239753751487
0.406005859375,0.008,0.0017615419819065042,0.001532515178520584
0.40625,0.008,-0.0008380225940778422,0.001526853285357273
